analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_core_plus_frozen,8,Factor1,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.7082929611206055,14.835506677627563,9.611259400844574,10.950618982315063,13.127213716506958,14.835506677627563,11.057806015014648,10.843431949615479,1.7082929611206055
four_cohort_core_plus_frozen,8,Factor2,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7898848056793213,8.736735582351685,6.980077922344208,8.196845650672913,5.946850776672363,8.736735582351685,8.722537755966187,7.671153545379639,2.7898848056793213
four_cohort_core_plus_frozen,8,Factor3,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,0.7977426052093506,7.556694746017456,4.038217663764954,3.899216651916504,6.7589521408081055,7.556694746017456,4.455065727233887,3.343367576599121,0.7977426052093506
four_cohort_core_plus_frozen,8,Factor4,0.5,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7510344982147217,6.074291467666626,4.019173979759216,3.625684976577759,3.3232569694519043,6.074291467666626,4.097205400466919,3.1541645526885986,2.7510344982147217
four_cohort_core_plus_frozen,8,Factor5,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.19521713256835938,5.719196796417236,2.4159297347068787,1.8746525049209595,5.523979663848877,5.719196796417236,1.927870512008667,1.821434497833252,0.19521713256835938
four_cohort_core_plus_frozen,8,Factor6,0.5,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3550589084625244,3.81089448928833,2.3661449551582336,2.64931321144104,3.4558355808258057,3.81089448928833,2.6087403297424316,2.6898860931396484,0.3550589084625244
four_cohort_core_plus_frozen,8,Factor1,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.7082929611206055,14.835506677627563,9.611259400844574,10.950618982315063,13.127213716506958,14.835506677627563,11.057806015014648,10.843431949615479,1.7082929611206055
four_cohort_core_plus_frozen,8,Factor2,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7898848056793213,8.736735582351685,6.980077922344208,8.196845650672913,5.946850776672363,8.736735582351685,8.722537755966187,7.671153545379639,2.7898848056793213
four_cohort_core_plus_frozen,8,Factor3,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.7977426052093506,7.556694746017456,4.038217663764954,3.899216651916504,6.7589521408081055,7.556694746017456,4.455065727233887,3.343367576599121,0.7977426052093506
four_cohort_core_plus_frozen,8,Factor4,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7510344982147217,6.074291467666626,4.019173979759216,3.625684976577759,3.3232569694519043,6.074291467666626,4.097205400466919,3.1541645526885986,2.7510344982147217
four_cohort_core_plus_frozen,8,Factor5,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.19521713256835938,5.719196796417236,2.4159297347068787,1.8746525049209595,5.523979663848877,5.719196796417236,1.927870512008667,1.821434497833252,0.19521713256835938
four_cohort_core_plus_frozen,8,Factor6,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3550589084625244,3.81089448928833,2.3661449551582336,2.64931321144104,3.4558355808258057,3.81089448928833,2.6087403297424316,2.6898860931396484,0.3550589084625244
four_cohort_core_plus_frozen,8,Factor1,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,1.7082929611206055,14.835506677627563,9.611259400844574,10.950618982315063,13.127213716506958,14.835506677627563,11.057806015014648,10.843431949615479,1.7082929611206055
four_cohort_core_plus_frozen,8,Factor2,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7898848056793213,8.736735582351685,6.980077922344208,8.196845650672913,5.946850776672363,8.736735582351685,8.722537755966187,7.671153545379639,2.7898848056793213
four_cohort_core_plus_frozen,8,Factor3,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.7977426052093506,7.556694746017456,4.038217663764954,3.899216651916504,6.7589521408081055,7.556694746017456,4.455065727233887,3.343367576599121,0.7977426052093506
four_cohort_core_plus_frozen,8,Factor4,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.7510344982147217,6.074291467666626,4.019173979759216,3.625684976577759,3.3232569694519043,6.074291467666626,4.097205400466919,3.1541645526885986,2.7510344982147217
four_cohort_core_plus_frozen,8,Factor5,2.0,1,DOG2,group_specific,0.19521713256835938,5.719196796417236,2.4159297347068787,1.8746525049209595,5.523979663848877,5.719196796417236,1.927870512008667,1.821434497833252,0.19521713256835938
four_cohort_core_plus_frozen,8,Factor6,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3550589084625244,3.81089448928833,2.3661449551582336,2.64931321144104,3.4558355808258057,3.81089448928833,2.6087403297424316,2.6898860931396484,0.3550589084625244
