analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257
three_cohort_no_ffpe_variable_only_1500,12,Factor1,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.415156602859497,12.737733125686646,10.363763570785522,9.938400983810425,4.322576522827148,12.737733125686646,8.415156602859497,9.938400983810425
three_cohort_no_ffpe_variable_only_1500,12,Factor10,1.0,2,DOG2;TARGET_OS,partially_shared,0.8175075054168701,4.204750061035156,2.055595318476359,1.1445283889770508,3.387242555618286,4.204750061035156,1.1445283889770508,0.8175075054168701
three_cohort_no_ffpe_variable_only_1500,12,Factor2,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,5.6755125522613525,9.293478727340698,7.190869251887004,6.60361647605896,3.6179661750793457,9.293478727340698,6.60361647605896,5.6755125522613525
three_cohort_no_ffpe_variable_only_1500,12,Factor3,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.2421061992645264,5.183953046798706,3.8956602414449057,4.260921478271484,2.9418468475341797,5.183953046798706,4.260921478271484,2.2421061992645264
three_cohort_no_ffpe_variable_only_1500,12,Factor4,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.1933248043060303,4.119735956192017,3.587162494659424,3.4484267234802246,0.9264111518859863,3.1933248043060303,4.119735956192017,3.4484267234802246
three_cohort_no_ffpe_variable_only_1500,12,Factor5,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.326744794845581,5.081373453140259,3.4938573837280273,3.073453903198242,2.7546286582946777,5.081373453140259,3.073453903198242,2.326744794845581
three_cohort_no_ffpe_variable_only_1500,12,Factor6,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.5606095790863037,3.404802083969116,2.9801766077677407,2.9751181602478027,0.8441925048828125,2.5606095790863037,3.404802083969116,2.9751181602478027
three_cohort_no_ffpe_variable_only_1500,12,Factor7,1.0,1,GSE21257,group_specific,0.5070805549621582,7.8527867794036865,2.9796461264292398,0.579071044921875,7.345706224441528,0.5070805549621582,0.579071044921875,7.8527867794036865
three_cohort_no_ffpe_variable_only_1500,12,Factor8,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.1867165565490723,3.8367807865142822,2.2442797819773355,1.7093420028686523,2.65006422996521,3.8367807865142822,1.7093420028686523,1.1867165565490723
three_cohort_no_ffpe_variable_only_1500,12,Factor9,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.0792553424835205,2.977687120437622,2.2186497847239175,2.5990068912506104,1.8984317779541016,2.5990068912506104,2.977687120437622,1.0792553424835205
three_cohort_no_ffpe_variable_only_1500,12,Factor1,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.415156602859497,12.737733125686646,10.363763570785522,9.938400983810425,4.322576522827148,12.737733125686646,8.415156602859497,9.938400983810425
three_cohort_no_ffpe_variable_only_1500,12,Factor10,2.0,1,DOG2,group_specific,0.8175075054168701,4.204750061035156,2.055595318476359,1.1445283889770508,3.387242555618286,4.204750061035156,1.1445283889770508,0.8175075054168701
three_cohort_no_ffpe_variable_only_1500,12,Factor2,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,5.6755125522613525,9.293478727340698,7.190869251887004,6.60361647605896,3.6179661750793457,9.293478727340698,6.60361647605896,5.6755125522613525
three_cohort_no_ffpe_variable_only_1500,12,Factor3,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.2421061992645264,5.183953046798706,3.8956602414449057,4.260921478271484,2.9418468475341797,5.183953046798706,4.260921478271484,2.2421061992645264
three_cohort_no_ffpe_variable_only_1500,12,Factor4,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.1933248043060303,4.119735956192017,3.587162494659424,3.4484267234802246,0.9264111518859863,3.1933248043060303,4.119735956192017,3.4484267234802246
three_cohort_no_ffpe_variable_only_1500,12,Factor5,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.326744794845581,5.081373453140259,3.4938573837280273,3.073453903198242,2.7546286582946777,5.081373453140259,3.073453903198242,2.326744794845581
three_cohort_no_ffpe_variable_only_1500,12,Factor6,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.5606095790863037,3.404802083969116,2.9801766077677407,2.9751181602478027,0.8441925048828125,2.5606095790863037,3.404802083969116,2.9751181602478027
three_cohort_no_ffpe_variable_only_1500,12,Factor7,2.0,1,GSE21257,group_specific,0.5070805549621582,7.8527867794036865,2.9796461264292398,0.579071044921875,7.345706224441528,0.5070805549621582,0.579071044921875,7.8527867794036865
three_cohort_no_ffpe_variable_only_1500,12,Factor8,2.0,1,DOG2,group_specific,1.1867165565490723,3.8367807865142822,2.2442797819773355,1.7093420028686523,2.65006422996521,3.8367807865142822,1.7093420028686523,1.1867165565490723
three_cohort_no_ffpe_variable_only_1500,12,Factor9,2.0,2,DOG2;TARGET_OS,partially_shared,1.0792553424835205,2.977687120437622,2.2186497847239175,2.5990068912506104,1.8984317779541016,2.5990068912506104,2.977687120437622,1.0792553424835205
