analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257
three_cohort_no_ffpe_variable_only_1500,8,Factor4,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.5453150272369385,5.73309063911438,4.025125503540039,3.796970844268799,3.1877756118774414,5.73309063911438,3.796970844268799,2.5453150272369385
three_cohort_no_ffpe_variable_only_1500,8,Factor5,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.2295703887939453,3.8544058799743652,3.4432172775268555,3.245675563812256,0.6248354911804199,3.2295703887939453,3.8544058799743652,3.245675563812256
three_cohort_no_ffpe_variable_only_1500,8,Factor6,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.6950726509094238,5.3060829639434814,3.0858774979909263,2.256476879119873,3.6110103130340576,5.3060829639434814,2.256476879119873,1.6950726509094238
three_cohort_no_ffpe_variable_only_1500,8,Factor7,1.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,1.0127127170562744,3.7552237510681152,2.1100143591562905,1.5621066093444824,2.742511034011841,3.7552237510681152,1.5621066093444824,1.0127127170562744
three_cohort_no_ffpe_variable_only_1500,8,Factor1,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,8.467894792556763,11.182379722595215,9.65072512626648,9.301900863647461,2.714484930038452,11.182379722595215,8.467894792556763,9.301900863647461
three_cohort_no_ffpe_variable_only_1500,8,Factor2,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,5.709725618362427,9.26513671875,7.213095823923747,6.6644251346588135,3.5554111003875732,9.26513671875,6.6644251346588135,5.709725618362427
three_cohort_no_ffpe_variable_only_1500,8,Factor3,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.474486827850342,6.284797191619873,4.489229122797648,4.7084033489227295,3.8103103637695312,6.284797191619873,4.7084033489227295,2.474486827850342
three_cohort_no_ffpe_variable_only_1500,8,Factor4,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,2.5453150272369385,5.73309063911438,4.025125503540039,3.796970844268799,3.1877756118774414,5.73309063911438,3.796970844268799,2.5453150272369385
three_cohort_no_ffpe_variable_only_1500,8,Factor5,2.0,3,DOG2;TARGET_OS;GSE21257,ubiquitous_shared,3.2295703887939453,3.8544058799743652,3.4432172775268555,3.245675563812256,0.6248354911804199,3.2295703887939453,3.8544058799743652,3.245675563812256
three_cohort_no_ffpe_variable_only_1500,8,Factor6,2.0,2,DOG2;TARGET_OS,partially_shared,1.6950726509094238,5.3060829639434814,3.0858774979909263,2.256476879119873,3.6110103130340576,5.3060829639434814,2.256476879119873,1.6950726509094238
three_cohort_no_ffpe_variable_only_1500,8,Factor7,2.0,1,DOG2,group_specific,1.0127127170562744,3.7552237510681152,2.1100143591562905,1.5621066093444824,2.742511034011841,3.7552237510681152,1.5621066093444824,1.0127127170562744
