analysis_set,initial_factors,factor,activity_threshold_percent,active_group_count,active_groups,activity_class,minimum_group_r2,maximum_group_r2,mean_group_r2,median_group_r2,r2_range,r2_DOG2,r2_TARGET_OS,r2_GSE21257,r2_GSE39055
four_cohort_detection_aware,16,Factor3,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,5.108267068862915,6.22628927230835,5.504310131072998,5.341342091560364,1.1180222034454346,5.108267068862915,6.22628927230835,5.186223983764648,5.496460199356079
four_cohort_detection_aware,16,Factor4,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.6942203044891357,6.6970109939575195,4.124161601066589,4.052707552909851,5.002790689468384,6.6970109939575195,3.6428987979888916,4.4625163078308105,1.6942203044891357
four_cohort_detection_aware,16,Factor5,1.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,1.3285458087921143,5.00948429107666,2.881181240081787,2.593347430229187,3.680938482284546,5.00948429107666,3.539109230041504,1.6475856304168701,1.3285458087921143
four_cohort_detection_aware,16,Factor6,1.0,1,DOG2,group_specific,0.04363656044006348,8.004635572433472,2.3332223296165466,0.6423085927963257,7.960999011993408,8.004635572433472,0.6304383277893066,0.6541788578033447,0.04363656044006348
four_cohort_detection_aware,16,Factor7,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.5984961986541748,2.9807448387145996,1.8752187490463257,1.9608169794082642,2.382248640060425,2.9807448387145996,2.108776569366455,1.8128573894500732,0.5984961986541748
four_cohort_detection_aware,16,Factor8,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.6139397621154785,3.1377077102661133,1.8339946866035461,1.7921656370162964,2.5237679481506348,3.1377077102661133,1.7512023448944092,1.8331289291381836,0.6139397621154785
four_cohort_detection_aware,16,Factor9,1.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,0.3734469413757324,2.1469414234161377,1.5600234270095825,1.85985267162323,1.7734944820404053,1.8638074398040771,2.1469414234161377,1.8558979034423828,0.3734469413757324
four_cohort_detection_aware,16,Factor1,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,2.074974775314331,13.816601037979126,8.771051466464996,9.596315026283264,11.741626262664795,13.816601037979126,8.951061964035034,10.241568088531494,2.074974775314331
four_cohort_detection_aware,16,Factor2,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,4.671370983123779,10.06549596786499,7.213330268859863,7.058227062225342,5.394124984741211,6.265503168106079,10.06549596786499,7.8509509563446045,4.671370983123779
four_cohort_detection_aware,16,Factor3,2.0,4,DOG2;TARGET_OS;GSE21257;GSE39055,ubiquitous_shared,5.108267068862915,6.22628927230835,5.504310131072998,5.341342091560364,1.1180222034454346,5.108267068862915,6.22628927230835,5.186223983764648,5.496460199356079
four_cohort_detection_aware,16,Factor4,2.0,3,DOG2;TARGET_OS;GSE21257,partially_shared,1.6942203044891357,6.6970109939575195,4.124161601066589,4.052707552909851,5.002790689468384,6.6970109939575195,3.6428987979888916,4.4625163078308105,1.6942203044891357
four_cohort_detection_aware,16,Factor5,2.0,2,DOG2;TARGET_OS,partially_shared,1.3285458087921143,5.00948429107666,2.881181240081787,2.593347430229187,3.680938482284546,5.00948429107666,3.539109230041504,1.6475856304168701,1.3285458087921143
four_cohort_detection_aware,16,Factor6,2.0,1,DOG2,group_specific,0.04363656044006348,8.004635572433472,2.3332223296165466,0.6423085927963257,7.960999011993408,8.004635572433472,0.6304383277893066,0.6541788578033447,0.04363656044006348
four_cohort_detection_aware,16,Factor7,2.0,2,DOG2;TARGET_OS,partially_shared,0.5984961986541748,2.9807448387145996,1.8752187490463257,1.9608169794082642,2.382248640060425,2.9807448387145996,2.108776569366455,1.8128573894500732,0.5984961986541748
four_cohort_detection_aware,16,Factor8,2.0,1,DOG2,group_specific,0.6139397621154785,3.1377077102661133,1.8339946866035461,1.7921656370162964,2.5237679481506348,3.1377077102661133,1.7512023448944092,1.8331289291381836,0.6139397621154785
four_cohort_detection_aware,16,Factor9,2.0,1,TARGET_OS,group_specific,0.3734469413757324,2.1469414234161377,1.5600234270095825,1.85985267162323,1.7734944820404053,1.8638074398040771,2.1469414234161377,1.8558979034423828,0.3734469413757324
